ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,sex_dm1,sex_dm2,marriage_dm1,marriage_dm2,all_delays_sum,all_bills_sum,all_payments_sum,bill_payment_ratio
23359,110000.0,2,1,2,40,0,0,0,0,0,0,96950.0,93571.0,86595.0,81077.0,77747.0,78913.0,3255.0,3056.0,2802.0,2813.0,4000.0,3500.0,0,1,0,1,0,514853.0,19426.0,26.503294553690928
28356,430000.0,2,1,1,42,-1,-1,-1,-1,0,-1,38495.0,11935.0,32878.0,115683.0,84049.0,37210.0,11935.0,32887.0,115683.0,0.0,37210.0,29559.0,0,1,1,0,-5,320250.0,227274.0,1.409092109084189
10663,70000.0,1,0,2,40,2,2,0,0,0,2,45740.0,44727.0,45738.0,48977.0,52191.0,53242.0,0.0,1750.0,4000.0,4000.0,2060.0,2200.0,1,0,0,1,6,290615.0,14010.0,20.743397573162028
14110,30000.0,1,1,2,29,0,0,-1,-1,0,-1,7965.0,3101.0,3126.0,7365.0,3245.0,828.0,1000.0,3126.0,7365.0,0.0,828.0,8511.0,1,0,0,1,-3,25630.0,20830.0,1.2304368698991839
99,50000.0,2,2,1,22,0,0,0,0,0,0,18722.0,18160.0,16997.0,13150.0,8866.0,7899.0,1411.0,1194.0,379.0,281.0,321.0,197.0,0,1,1,0,0,83794.0,3783.0,22.15014538725879
766,510000.0,2,0,2,35,-1,0,0,0,0,-1,2115.0,2116.0,5560.0,4535.0,3488.0,1116.0,1117.0,4560.0,91.0,69.0,1116.0,2115.0,0,1,0,1,-2,18930.0,9068.0,2.08756065284517
27630,130000.0,2,1,2,23,0,0,0,-2,-2,-2,8690.0,9500.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-6,18190.0,1000.0,18.19
25092,300000.0,1,0,1,55,0,0,0,0,0,0,127480.0,130168.0,134080.0,126996.0,127820.0,130325.0,4810.0,6164.0,6069.0,4425.0,4412.0,4123.0,1,0,1,0,0,776869.0,30003.0,25.89304402893044
12722,90000.0,2,2,2,25,0,0,0,0,2,0,43519.0,44677.0,45868.0,47535.0,40920.0,38622.0,1861.0,2052.0,2719.0,0.0,1600.0,890.0,0,1,0,1,2,261141.0,9122.0,28.6276035957027
2874,470000.0,2,1,2,33,0,0,0,0,0,0,43353.0,47682.0,46429.0,43405.0,42796.0,44171.0,5000.0,2600.0,1500.0,1500.0,2000.0,1500.0,0,1,0,1,0,267836.0,14100.0,18.9954609929078
15935,150000.0,2,1,2,25,-1,-1,-1,-1,0,-1,1344.0,1041.0,2021.0,4495.0,15145.0,525.0,1041.0,2021.0,4495.0,10650.0,525.0,0.0,0,1,0,1,-5,24571.0,18732.0,1.3117125774076446
15367,280000.0,2,0,2,29,0,0,0,0,0,0,15801.0,9982.0,9909.0,10420.0,10142.0,10329.0,1200.0,1200.0,1200.0,1000.0,350.0,300.0,0,1,0,1,0,66583.0,5250.0,12.68247619047619
5131,260000.0,1,2,1,39,0,0,-1,-1,-1,2,3518.0,0.0,2551.0,-139.0,2311.0,47.0,0.0,2551.0,0.0,2450.0,0.0,5800.0,1,0,1,0,-1,8288.0,10801.0,0.7673363577446533
5991,220000.0,1,0,1,45,1,2,0,0,0,0,157122.0,153320.0,156996.0,158717.0,162122.0,165399.0,0.0,7600.0,5700.0,6000.0,6000.0,12300.0,1,0,1,0,3,953676.0,37600.0,25.363723404255317
11268,360000.0,1,0,1,37,-1,-1,-1,-1,-1,-1,25078.0,20970.0,14407.0,6820.0,10099.0,7806.0,21006.0,14430.0,6820.0,10099.0,7806.0,7862.0,1,0,1,0,-6,85180.0,68023.0,1.2522235126354322
6949,180000.0,2,0,2,35,-1,-1,-1,0,-1,-1,11123.0,7883.0,16477.0,13207.0,73813.0,34935.0,7936.0,18207.0,0.0,22479.0,34935.0,5382.0,0,1,0,1,-5,157438.0,88939.0,1.7701795612723328
12134,180000.0,1,0,1,48,0,0,0,0,0,0,66092.0,65236.0,65912.0,66523.0,67020.0,67259.0,2370.0,3000.0,3000.0,2588.0,2500.0,3500.0,1,0,1,0,0,398042.0,16958.0,23.47222549828989
19600,290000.0,2,0,2,36,0,0,0,0,0,0,57721.0,57256.0,57094.0,55293.0,54738.0,55435.0,2514.0,3007.0,2004.0,2101.0,2503.0,2503.0,0,1,0,1,0,337537.0,14632.0,23.068411700382722
20454,50000.0,1,1,2,23,0,0,2,0,0,0,47378.0,50555.0,45532.0,47086.0,19045.0,19554.0,4000.0,0.0,2430.0,1000.0,800.0,700.0,1,0,0,1,2,229150.0,8930.0,25.660694288913774
19690,240000.0,2,0,1,45,-1,-1,-1,-1,-1,-1,8732.0,5286.0,5596.0,3328.0,3763.0,9529.0,5286.0,5596.0,3328.0,3763.0,9529.0,4895.0,0,1,1,0,-6,36234.0,32397.0,1.1184368923048431
29689,180000.0,1,2,1,43,2,2,2,2,0,0,176911.0,172605.0,182641.0,135892.0,135411.0,126808.0,0.0,15000.0,0.0,4500.0,5000.0,5000.0,1,0,1,0,8,930268.0,29500.0,31.53450847457627
19089,20000.0,2,1,2,27,-1,2,0,0,0,2,20556.0,19403.0,13536.0,17623.0,18662.0,10243.0,8.0,2072.0,15000.0,1500.0,0.0,10000.0,0,1,0,1,3,100023.0,28580.0,3.4997550734779566
14489,80000.0,1,0,2,35,0,0,0,0,-1,-1,37642.0,39947.0,43773.0,31830.0,7848.0,390.0,4000.0,5000.0,5500.0,7848.0,390.0,780.0,1,0,0,1,-2,161430.0,23518.0,6.864104090483885
21122,170000.0,1,1,2,31,0,0,0,0,0,0,8024.0,9338.0,11673.0,12770.0,12971.0,13312.0,1610.0,2500.0,1600.0,711.0,700.0,700.0,1,0,0,1,0,68088.0,7821.0,8.705792098197161
21438,360000.0,2,1,2,25,0,0,0,0,0,0,354626.0,356006.0,351383.0,335323.0,332865.0,333404.0,14000.0,14000.0,12000.0,12000.0,12000.0,12000.0,0,1,0,1,0,2063607.0,76000.0,27.152723684210525
19170,100000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,476.0,476.0,476.0,476.0,476.0,1075.0,476.0,476.0,476.0,476.0,1075.0,876.0,0,1,1,0,-6,3455.0,3855.0,0.8962386511024644
25801,160000.0,2,2,1,44,-2,-2,-2,-2,-2,-2,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,3072.0,0,1,1,0,-12,1170.0,3852.0,0.3037383177570093
19309,100000.0,2,2,1,32,-1,-1,2,-1,0,-1,24002.0,22329.0,2781.0,32231.0,2781.0,21651.0,2781.0,0.0,32231.0,0.0,21651.0,26748.0,0,1,1,0,-2,105775.0,83411.0,1.2681181139178286
3214,420000.0,1,1,2,28,0,0,0,0,0,0,22872.0,23309.0,24612.0,25400.0,26333.0,27887.0,1700.0,2000.0,1500.0,1500.0,2000.0,1567.0,1,0,0,1,0,150413.0,10267.0,14.650141229180871
27671,110000.0,2,1,2,23,2,0,0,-1,0,0,1587.0,2399.0,0.0,980.0,35305.0,36065.0,1000.0,0.0,980.0,35000.0,1327.0,1500.0,0,1,0,1,1,76336.0,39807.0,1.9176526741527873
20222,60000.0,2,1,1,51,0,0,0,0,0,0,57252.0,57771.0,47778.0,37858.0,36467.0,34419.0,2501.0,2032.0,2005.0,1507.0,1501.0,1502.0,0,1,1,0,0,271545.0,11048.0,24.578656770456192
25841,300000.0,2,2,1,37,1,-2,-1,-1,0,0,43459.0,26115.0,26283.0,16624.0,6316.0,8394.0,26137.0,26443.0,16624.0,6166.0,8078.0,25763.0,0,1,1,0,-3,127191.0,109211.0,1.164635430496928
2870,300000.0,2,0,1,36,-2,-1,-1,-2,-2,-2,540.0,1283.0,843.0,0.0,444.0,0.0,1283.0,843.0,0.0,444.0,0.0,0.0,0,1,1,0,-10,3110.0,2570.0,1.2101167315175096
26851,500000.0,1,0,1,46,-2,-2,-2,-2,-2,-2,11100.0,16966.0,10000.0,14218.0,62208.0,83611.0,16966.0,10000.0,14218.0,62500.0,83611.0,61880.0,1,0,1,0,-12,198103.0,249175.0,0.795035617537875
24467,510000.0,1,2,2,31,1,-1,0,0,0,0,0.0,14370.0,17023.0,9706.0,7271.0,9551.0,14370.0,3500.0,2500.0,1380.0,2380.0,3000.0,1,0,0,1,0,57921.0,27130.0,2.1349428676741615
18976,70000.0,2,0,2,28,0,0,0,0,0,0,21777.0,20335.0,21699.0,22460.0,20345.0,42123.0,2000.0,2000.0,1500.0,3000.0,721.0,1200.0,0,1,0,1,0,148739.0,10421.0,14.2730064293254
15007,240000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,3862.0,1780.0,0.0,0.0,0.0,0.0,1783.0,0.0,0.0,0.0,0.0,2500.0,0,1,1,0,-12,5642.0,4283.0,1.3173009572729395
8718,150000.0,1,1,1,41,0,0,0,0,0,0,19350.0,20703.0,10403.0,10927.0,11598.0,13235.0,2000.0,3000.0,1000.0,1000.0,2000.0,2000.0,1,0,1,0,0,86216.0,11000.0,7.837818181818182
8479,50000.0,2,0,2,24,-1,-1,-1,-1,-1,-1,1303.0,1303.0,748.0,1693.0,1138.0,748.0,1303.0,748.0,1693.0,1138.0,895.0,1528.0,0,1,0,1,-6,6933.0,7305.0,0.949075975359343
12839,300000.0,2,0,2,42,-1,-1,-1,0,0,-2,6349.0,668.0,9737.0,367.0,-23.0,-413.0,668.0,9800.0,0.0,0.0,0.0,0.0,0,1,0,1,-5,16685.0,10468.0,1.5939052350019105
17201,50000.0,2,0,2,28,-1,-1,-1,-1,-1,-1,5953.0,1044.0,2450.0,248.0,198.0,0.0,1044.0,2450.0,248.0,198.0,0.0,2890.0,0,1,0,1,-6,9893.0,6830.0,1.448462664714495
20261,150000.0,2,1,2,51,0,-1,-1,-2,-2,-1,13219.0,1179.0,0.0,0.0,0.0,35752.0,1179.0,0.0,0.0,0.0,35752.0,1448.0,0,1,0,1,-7,50150.0,38379.0,1.3067041871857006
15545,20000.0,1,0,1,32,2,0,0,0,0,2,12720.0,13451.0,14786.0,15532.0,16767.0,17104.0,1250.0,1554.0,1300.0,1500.0,750.0,0.0,1,0,1,0,4,90360.0,6354.0,14.220963172804533
28882,60000.0,2,2,1,39,1,2,0,0,2,0,31011.0,29565.0,31123.0,34134.0,23552.0,24020.0,0.0,3000.0,3638.0,0.0,1000.0,3000.0,0,1,1,0,5,173405.0,10638.0,16.30052641473961
8994,50000.0,1,2,2,44,0,0,0,0,0,0,48138.0,49262.0,49878.0,16748.0,17177.0,17691.0,2203.0,2139.0,700.0,700.0,800.0,1000.0,1,0,0,1,0,198894.0,7542.0,26.371519490851234
22384,80000.0,2,1,2,30,0,0,0,0,0,0,127580.0,91812.0,96599.0,93389.0,29716.0,27283.0,13000.0,6000.0,5122.0,5012.0,13000.0,18000.0,0,1,0,1,0,466379.0,60134.0,7.7556623540758975
3879,20000.0,1,1,1,26,2,2,3,3,3,3,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,16,6300.0,0.0,62043.133333
19256,250000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,312.0,-18.0,3600.0,-10.0,2022.0,3809.0,0.0,3618.0,0.0,2032.0,3827.0,3710.0,0,1,0,1,-6,9715.0,13187.0,0.7367103966027148
3516,140000.0,1,1,2,29,-1,-1,-1,-1,-2,-2,487.0,487.0,2010.0,0.0,0.0,0.0,487.0,2010.0,0.0,0.0,0.0,299.0,1,0,0,1,-8,2984.0,2796.0,1.067238912732475
12476,240000.0,2,0,2,30,0,0,0,0,0,0,12876.0,4420.0,4508.0,8064.0,4520.0,4476.0,1905.0,3632.0,7100.0,0.0,3500.0,3600.0,0,1,0,1,0,38864.0,19737.0,1.9690935805846888
10709,230000.0,2,1,2,30,0,0,0,0,0,0,112402.0,116273.0,118467.0,108826.0,100862.0,92481.0,6000.0,6000.0,4000.0,4000.0,3500.0,4000.0,0,1,0,1,0,649311.0,27500.0,23.611309090909092
8759,180000.0,2,0,1,39,0,0,0,0,0,0,177893.0,134212.0,128505.0,130078.0,128771.0,106396.0,6200.0,6000.0,5000.0,5001.0,4100.0,3600.0,0,1,1,0,0,805855.0,29901.0,26.950770877228187
18242,190000.0,1,1,1,50,1,2,2,2,2,2,19871.0,19259.0,21734.0,21087.0,22732.0,22228.0,0.0,3100.0,0.0,2000.0,0.0,1900.0,1,0,1,0,11,126911.0,7000.0,18.130142857142857
20400,20000.0,1,1,2,24,0,0,0,0,0,0,17924.0,18475.0,19539.0,19396.0,11643.0,11578.0,1400.0,1380.0,1181.0,1000.0,500.0,500.0,1,0,0,1,0,98555.0,5961.0,16.533299781915787
17613,180000.0,2,1,1,32,1,2,2,0,0,2,146549.0,150151.0,142421.0,110713.0,84928.0,83307.0,7641.0,3.0,6003.0,5826.0,0.0,2855.0,0,1,1,0,7,718069.0,22328.0,32.16002328914367
4904,490000.0,1,1,1,50,0,0,0,0,0,0,205873.0,210880.0,215628.0,217883.0,223541.0,224889.0,10000.0,10000.0,10000.0,10000.0,8000.0,10000.0,1,0,1,0,0,1298694.0,58000.0,22.391275862068966
20208,170000.0,2,1,1,52,0,0,0,0,0,0,170133.0,168945.0,160660.0,163652.0,131396.0,130402.0,7620.0,6200.0,10000.0,5100.0,5500.0,5000.0,0,1,1,0,0,925188.0,39420.0,23.47001522070015
5045,260000.0,2,2,1,42,0,0,0,0,0,0,56437.0,57929.0,59369.0,63215.0,64087.0,130579.0,3000.0,3000.0,5400.0,5000.0,2222.0,2337.0,0,1,1,0,0,431616.0,20959.0,20.593348919318668
7708,20000.0,1,1,1,37,0,0,0,0,2,0,17214.0,9633.0,10944.0,11280.0,11011.0,7755.0,2248.0,1500.0,757.0,0.0,430.0,1000.0,1,0,1,0,2,67837.0,5935.0,11.429991575400168
10972,340000.0,2,0,1,33,0,0,0,-2,-1,-1,35695.0,40924.0,0.0,0.0,7687.0,21200.0,6018.0,0.0,0.0,7687.0,21200.0,10600.0,0,1,1,0,-4,105506.0,45505.0,2.318558400175805
16415,30000.0,2,1,1,41,0,0,0,0,0,0,39745.0,27393.0,26948.0,27379.0,22767.0,4721.0,1522.0,1800.0,1222.0,1500.0,1000.0,0.0,0,1,1,0,0,148953.0,7044.0,21.146081771720613
23527,100000.0,2,0,1,49,1,2,0,0,0,2,103307.0,97590.0,99560.0,95952.0,98744.0,97896.0,0.0,4700.0,4400.0,6000.0,2000.0,4000.0,0,1,1,0,5,593049.0,21100.0,28.10658767772512
23670,450000.0,2,0,1,33,-2,-2,-2,-2,-2,-2,3485.0,2989.0,2278.0,4714.0,768.0,1069.0,3004.0,2289.0,4737.0,771.0,1074.0,370.0,0,1,1,0,-12,15303.0,12245.0,1.2497345855451205
19533,380000.0,2,1,1,41,3,3,2,0,0,0,415735.0,400246.0,384705.0,383332.0,381423.0,377466.0,0.0,0.0,15135.0,13212.0,13529.0,15212.0,0,1,1,0,8,2342907.0,57088.0,41.0402711603139
24965,210000.0,1,0,1,41,-2,-2,-2,-2,-2,-2,2361.0,652.0,401.0,63.0,684.0,0.0,652.0,401.0,63.0,684.0,0.0,0.0,1,0,1,0,-12,4161.0,1800.0,2.3116666666666665
868,100000.0,1,0,2,35,0,0,-2,-2,-2,-2,29109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47970.0,1,0,0,1,-8,29109.0,47970.0,0.6068167604752971
96,90000.0,1,1,2,35,0,0,0,0,0,0,83725.0,85996.0,87653.0,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,1,0,0,1,0,354716.0,11756.0,30.173188159237835
22225,130000.0,2,0,2,29,0,0,2,0,0,0,93761.0,100172.0,97727.0,98588.0,97129.0,98016.0,8901.0,0.0,3401.0,3509.0,3671.0,3240.0,0,1,0,1,2,585393.0,22722.0,25.763269078426195
17533,260000.0,2,1,2,35,0,0,0,0,0,0,131211.0,132175.0,133289.0,134642.0,137065.0,108328.0,4001.0,4215.0,4101.0,4000.0,3300.0,3300.0,0,1,0,1,0,776710.0,22917.0,33.89230702098879
19292,120000.0,2,1,2,39,-2,-2,-2,-2,-2,-2,326.0,3756.0,326.0,326.0,326.0,476.0,3756.0,652.0,326.0,326.0,476.0,326.0,0,1,0,1,-12,5536.0,5862.0,0.944387581030365
2038,180000.0,2,1,1,39,0,0,0,0,0,0,65710.0,58159.0,60188.0,61090.0,62450.0,63911.0,2500.0,3000.0,2500.0,2500.0,2500.0,3000.0,0,1,1,0,0,371508.0,16000.0,23.21925
23738,100000.0,2,2,1,49,0,0,0,0,0,0,62049.0,58158.0,57952.0,58627.0,46055.0,43176.0,2247.0,2900.0,2408.0,1689.0,1820.0,2040.0,0,1,1,0,0,326017.0,13104.0,24.87919719169719
13660,220000.0,2,1,2,26,0,0,0,0,0,-1,57222.0,160712.0,210445.0,74138.0,1808.0,95818.0,107789.0,54539.0,1483.0,1808.0,94020.0,2581.0,0,1,0,1,-1,600143.0,262220.0,2.288700327968881
24704,180000.0,1,0,1,37,1,-2,-2,-2,-1,0,0.0,0.0,0.0,0.0,2201.0,2201.0,0.0,0.0,0.0,2201.0,0.0,0.0,1,0,1,0,-6,4402.0,2201.0,2.0
21829,270000.0,2,0,2,27,-1,-1,2,2,-1,-1,9112.0,6035.0,3687.0,0.0,887.0,690.0,6035.0,0.0,0.0,887.0,690.0,6331.0,0,1,0,1,0,20411.0,13943.0,1.463888689665065
14665,30000.0,2,1,2,23,0,0,0,0,0,0,12775.0,13864.0,14927.0,15378.0,15978.0,16560.0,1600.0,1600.0,1000.0,1000.0,1000.0,1000.0,0,1,0,1,0,89482.0,7200.0,12.428055555555556
9176,240000.0,1,1,2,30,0,0,0,0,0,-1,151127.0,155421.0,154926.0,148681.0,24105.0,9770.0,10000.0,10000.0,300.0,1000.0,9770.0,18037.0,1,0,0,1,-1,644030.0,49107.0,13.114830879508013
10852,140000.0,1,0,2,29,-2,-2,-2,-2,-2,-2,700.0,700.0,700.0,3105.0,1259.0,700.0,700.0,700.0,3105.0,1259.0,700.0,700.0,1,0,0,1,-12,7164.0,7164.0,1.0
21837,80000.0,2,0,2,23,0,0,0,0,0,0,74464.0,69584.0,66342.0,60514.0,48965.0,29648.0,3117.0,2519.0,1838.0,1434.0,1015.0,1505.0,0,1,0,1,0,349517.0,11428.0,30.584266713335666
12813,130000.0,2,1,2,29,1,3,2,2,2,2,129094.0,125616.0,126531.0,127571.0,121365.0,125368.0,0.0,4500.0,4500.0,900.0,7200.0,4980.0,0,1,0,1,12,755545.0,22080.0,34.21852355072464
5480,550000.0,2,0,2,35,0,0,0,0,0,0,83707.0,49676.0,49196.0,37784.0,35317.0,7433.0,3023.0,5070.0,3017.0,7148.0,2037.0,14243.0,0,1,0,1,0,263113.0,34538.0,7.618072847298627
